institution,rank_2025,cycle,party,total
Syracuse,73,2004,DEM,12002.0
Syracuse,73,2004,REP,1630.0
Syracuse,73,2006,DEM,6845.0
Syracuse,73,2008,DEM,8799.0
Syracuse,73,2008,REP,5400.0
Syracuse,73,2010,DEM,14920.0
Syracuse,73,2012,DEM,34753.95
Syracuse,73,2012,REP,3900.0
Syracuse,73,2014,DEM,10155.1
Syracuse,73,2014,REP,6200.0
Syracuse,73,2016,DEM,21264.09
Syracuse,73,2016,REP,3360.0
Syracuse,73,2018,DEM,22712.5
Syracuse,73,2018,REP,3250.0
Syracuse,73,2020,DEM,53562.53
Syracuse,73,2020,REP,5108.48
Syracuse,73,2022,DEM,52586.64
Syracuse,73,2022,REP,9225.0
Syracuse,73,2024,DEM,66320.5
Syracuse,73,2024,REP,1846.97
Syracuse,73,2026,DEM,21087.5
Syracuse,73,2026,REP,2100.0
TCU,105,2002,REP,1500.0
TCU,105,2004,DEM,975.0
TCU,105,2004,REP,515.0
TCU,105,2006,DEM,880.0
TCU,105,2008,DEM,586.0
TCU,105,2008,REP,1000.0
TCU,105,2010,DEM,710.0
TCU,105,2012,DEM,8830.99
TCU,105,2012,REP,1862.0
TCU,105,2014,DEM,4075.0
TCU,105,2014,REP,16250.0
TCU,105,2016,DEM,6732.16
TCU,105,2016,REP,5201.0
TCU,105,2018,DEM,3486.36
TCU,105,2018,REP,1905.0
TCU,105,2020,DEM,6186.65
TCU,105,2020,REP,3235.5
TCU,105,2022,DEM,3359.0
TCU,105,2022,REP,450.0
TCU,105,2024,DEM,8907.74
TCU,105,2024,REP,1138.75
TCU,105,2026,DEM,8885.0
TCU,105,2026,REP,5500.0
Temple,98,2000,DEM,2375.0
Temple,98,2000,REP,250.0
Temple,98,2002,DEM,750.0
Temple,98,2002,REP,1250.0
Temple,98,2004,DEM,13855.97
Temple,98,2004,REP,4005.0
Temple,98,2006,DEM,15457.0
Temple,98,2006,REP,1330.0
Temple,98,2008,DEM,45157.41
Temple,98,2008,REP,9380.0
Temple,98,2010,DEM,18449.0
Temple,98,2010,REP,8775.0
Temple,98,2012,DEM,121784.43
Temple,98,2012,REP,10909.0
Temple,98,2014,DEM,93681.0
Temple,98,2014,REP,3972.0
Temple,98,2016,DEM,166523.97
Temple,98,2016,REP,16003.8
Temple,98,2018,DEM,140143.06
Temple,98,2018,REP,5687.0
Temple,98,2020,DEM,246605.38
Temple,98,2020,REP,20837.36
Temple,98,2022,DEM,140157.13
Temple,98,2022,REP,4104.0
Temple,98,2024,DEM,72697.19
Temple,98,2024,REP,12166.0
Temple,98,2026,DEM,42150.36
Temple,98,2026,REP,2740.41
Tennessee,109,2000,DEM,400.0
Tennessee,109,2000,REP,500.0
Tennessee,109,2002,DEM,1650.0
Tennessee,109,2002,REP,4600.0
Tennessee,109,2004,DEM,14335.0
Tennessee,109,2004,REP,8524.0
Tennessee,109,2006,DEM,9130.0
Tennessee,109,2006,REP,15280.0
Tennessee,109,2008,DEM,8898.36
Tennessee,109,2008,REP,6567.0
Tennessee,109,2010,DEM,26187.0
Tennessee,109,2010,REP,11935.0
Tennessee,109,2012,DEM,12045.0
Tennessee,109,2012,REP,19093.0
Tennessee,109,2014,DEM,11179.970000000001
Tennessee,109,2014,REP,21441.0
Tennessee,109,2016,DEM,23646.34
Tennessee,109,2016,REP,28516.769999999997
Tennessee,109,2018,DEM,24933.0
Tennessee,109,2018,REP,10121.75
Tennessee,109,2020,DEM,79984.54
Tennessee,109,2020,REP,18656.29
Tennessee,109,2022,DEM,60490.99
Tennessee,109,2022,REP,14115.4
Tennessee,109,2024,DEM,57476.1
Tennessee,109,2024,REP,19851.0
Tennessee,109,2026,DEM,14619.0
Tennessee,109,2026,REP,1115.0
Texas A&M,51,2000,DEM,500.0
Texas A&M,51,2000,REP,1200.0
Texas A&M,51,2002,DEM,300.0
Texas A&M,51,2002,REP,1700.0
Texas A&M,51,2004,DEM,5006.0
Texas A&M,51,2004,REP,5093.0
Texas A&M,51,2006,DEM,4781.0
Texas A&M,51,2006,REP,6080.0
Texas A&M,51,2008,DEM,10605.0
Texas A&M,51,2008,REP,13619.0
Texas A&M,51,2010,DEM,8947.84
Texas A&M,51,2010,REP,5105.0
Texas A&M,51,2012,DEM,15241.41
Texas A&M,51,2012,REP,10684.0
Texas A&M,51,2014,DEM,17791.65
Texas A&M,51,2014,REP,9045.0
Texas A&M,51,2016,DEM,31658.47
Texas A&M,51,2016,REP,14092.0
Texas A&M,51,2018,DEM,27664.5
Texas A&M,51,2018,REP,18135.0
Texas A&M,51,2020,DEM,102525.03
Texas A&M,51,2020,REP,29291.92
Texas A&M,51,2022,DEM,62008.4
Texas A&M,51,2022,REP,8446.11
Texas A&M,51,2024,DEM,95281.04000000001
Texas A&M,51,2024,REP,14150.39
Texas A&M,51,2026,DEM,28855.739999999998
Texas A&M,51,2026,REP,5500.0
Thomas Jefferson,136,2000,DEM,500.0
Thomas Jefferson,136,2002,DEM,1888.0
Thomas Jefferson,136,2002,REP,700.0
Thomas Jefferson,136,2004,DEM,3250.0
Thomas Jefferson,136,2004,REP,1801.0
Thomas Jefferson,136,2006,DEM,1897.51
Thomas Jefferson,136,2006,REP,1250.0
Thomas Jefferson,136,2008,DEM,3675.0
Thomas Jefferson,136,2008,REP,7902.0
Thomas Jefferson,136,2010,DEM,17895.0
Thomas Jefferson,136,2010,REP,615.0
Thomas Jefferson,136,2012,DEM,13329.95
Thomas Jefferson,136,2012,REP,3016.0
Thomas Jefferson,136,2014,DEM,8490.67
Thomas Jefferson,136,2014,REP,375.0
Thomas Jefferson,136,2016,DEM,15891.84
Thomas Jefferson,136,2016,REP,2130.16
Thomas Jefferson,136,2018,DEM,60300.54
Thomas Jefferson,136,2018,REP,1730.0
Thomas Jefferson,136,2020,DEM,67626.31
Thomas Jefferson,136,2020,REP,3436.25
Thomas Jefferson,136,2022,DEM,63723.94
Thomas Jefferson,136,2022,REP,17062.5
Thomas Jefferson,136,2024,DEM,65962.25
Thomas Jefferson,136,2024,REP,1505.1
Thomas Jefferson,136,2026,DEM,89349.0
Thomas Jefferson,136,2026,REP,606.95
Tufts,37,2000,DEM,5000.0
Tufts,37,2002,DEM,6200.0
Tufts,37,2004,DEM,23776.0
Tufts,37,2004,REP,1155.0
Tufts,37,2006,DEM,42604.33
Tufts,37,2006,REP,175.0
Tufts,37,2008,DEM,94008.0
Tufts,37,2008,REP,2000.0
Tufts,37,2010,DEM,61643.0
Tufts,37,2012,DEM,92204.64
Tufts,37,2012,REP,250.0
Tufts,37,2014,DEM,95782.61
Tufts,37,2014,REP,1400.0
Tufts,37,2016,DEM,136762.41999999998
Tufts,37,2016,REP,5710.0
Tufts,37,2018,DEM,233967.78
Tufts,37,2018,REP,100.0
Tufts,37,2020,DEM,411904.02
Tufts,37,2020,REP,2550.0
Tufts,37,2022,DEM,298311.88
Tufts,37,2022,REP,6400.219999999999
Tufts,37,2024,DEM,351755.56
Tufts,37,2024,REP,4590.71
Tufts,37,2026,DEM,67487.09
Tufts,37,2026,REP,1556.9099999999999
Tulane,63,2000,DEM,1000.0
Tulane,63,2000,REP,1850.0
Tulane,63,2002,DEM,200.0
Tulane,63,2002,REP,3300.0
Tulane,63,2004,DEM,9370.0
Tulane,63,2004,REP,4172.0
Tulane,63,2006,DEM,4830.0
Tulane,63,2006,REP,600.0
Tulane,63,2008,DEM,6114.0
Tulane,63,2008,REP,2150.0
Tulane,63,2010,DEM,8525.0
Tulane,63,2010,REP,7540.0
Tulane,63,2012,DEM,11785.0
Tulane,63,2012,REP,1629.94
Tulane,63,2014,DEM,16018.0
Tulane,63,2014,REP,1950.0
Tulane,63,2016,DEM,50128.380000000005
Tulane,63,2016,REP,22595.0
Tulane,63,2018,DEM,12422.5
Tulane,63,2018,REP,5436.75
Tulane,63,2020,DEM,52891.55
Tulane,63,2020,REP,11944.25
Tulane,63,2022,DEM,26405.120000000003
Tulane,63,2022,REP,9435.25
Tulane,63,2024,DEM,19513.14
Tulane,63,2024,REP,11642.51
Tulane,63,2026,DEM,10441.470000000001
Tulane,63,2026,REP,3464.48
U of Miami,63,2000,DEM,2625.0
U of Miami,63,2002,DEM,1368.0
U of Miami,63,2002,REP,2900.0
U of Miami,63,2004,DEM,34260.020000000004
U of Miami,63,2004,REP,14543.0
U of Miami,63,2006,DEM,11160.14
U of Miami,63,2006,REP,13207.0
U of Miami,63,2008,DEM,31062.53
U of Miami,63,2008,REP,45622.44
U of Miami,63,2010,DEM,27067.5
U of Miami,63,2010,REP,20578.0
U of Miami,63,2012,DEM,70975.78
U of Miami,63,2012,REP,28510.0
U of Miami,63,2014,DEM,34614.58
U of Miami,63,2014,REP,27861.92
U of Miami,63,2016,DEM,84766.8
U of Miami,63,2016,REP,18762.0
U of Miami,63,2018,DEM,80120.5
U of Miami,63,2018,REP,14351.25
U of Miami,63,2020,DEM,162510.74
U of Miami,63,2020,REP,39176.75
U of Miami,63,2022,DEM,113229.43
U of Miami,63,2022,REP,37673.83
U of Miami,63,2024,DEM,124922.56
U of Miami,63,2024,REP,32922.479999999996
U of Miami,63,2026,DEM,56204.5
U of Miami,63,2026,REP,23860.120000000003
UAB,136,2000,REP,315.0
UAB,136,2002,REP,2000.0
UAB,136,2004,DEM,1175.0
UAB,136,2004,REP,131.0
UAB,136,2006,DEM,350.0
UAB,136,2006,REP,250.0
UAB,136,2008,DEM,930.0
UAB,136,2008,REP,210.0
UAB,136,2010,DEM,5940.0
UAB,136,2010,REP,250.0
UAB,136,2012,DEM,7685.0
UAB,136,2012,REP,665.0
UAB,136,2014,DEM,7210.0
UAB,136,2014,REP,761.6
UAB,136,2016,DEM,10103.11
UAB,136,2016,REP,755.0
UAB,136,2018,DEM,6830.18
UAB,136,2018,REP,365.0
UAB,136,2020,DEM,31782.66
UAB,136,2020,REP,1727.24
UAB,136,2022,DEM,26228.42
UAB,136,2022,REP,300.52
UAB,136,2024,DEM,30714.0
UAB,136,2024,REP,4765.13
UAB,136,2026,DEM,10877.0
UAB,136,2026,REP,2750.0
UC Berkeley,17,2000,DEM,1700.0
UC Berkeley,17,2002,DEM,250.0
UC Berkeley,17,2002,REP,2500.0
UC Berkeley,17,2004,DEM,29355.0
UC Berkeley,17,2004,REP,100.0
UC Berkeley,17,2006,DEM,39040.0
UC Berkeley,17,2006,REP,500.0
UC Berkeley,17,2008,DEM,43170.79
UC Berkeley,17,2008,REP,1411.0
UC Berkeley,17,2010,DEM,29152.1
UC Berkeley,17,2012,DEM,66416.5
UC Berkeley,17,2012,REP,500.0
UC Berkeley,17,2014,DEM,37799.14
UC Berkeley,17,2014,REP,250.0
UC Berkeley,17,2016,DEM,245663.73
UC Berkeley,17,2016,REP,500.0
UC Berkeley,17,2018,DEM,79834.84
UC Berkeley,17,2018,REP,800.0
UC Berkeley,17,2020,DEM,211336.94
UC Berkeley,17,2020,REP,500.0
UC Berkeley,17,2022,DEM,113314.8
UC Berkeley,17,2024,DEM,204650.34
UC Berkeley,17,2024,REP,3640.75
UC Berkeley,17,2026,DEM,31271.63
UC Davis,33,2000,DEM,250.0
UC Davis,33,2002,REP,1500.0
UC Davis,33,2004,DEM,5550.0
UC Davis,33,2006,DEM,5435.0
UC Davis,33,2006,REP,205.0
UC Davis,33,2008,DEM,17495.0
UC Davis,33,2008,REP,1000.0
UC Davis,33,2010,DEM,26895.98
UC Davis,33,2012,DEM,32910.67
UC Davis,33,2012,REP,60.0
UC Davis,33,2014,DEM,34344.85
UC Davis,33,2014,REP,350.0
UC Davis,33,2016,DEM,60673.64
UC Davis,33,2016,REP,1789.0
UC Davis,33,2018,DEM,37068.020000000004
UC Davis,33,2018,REP,194.0
UC Davis,33,2020,DEM,116876.79000000001
UC Davis,33,2022,DEM,54466.63
UC Davis,33,2022,REP,215.44
UC Davis,33,2024,DEM,70662.95
UC Davis,33,2026,DEM,31920.59
UC Davis,33,2026,REP,690.0
UC Irvine,33,2002,REP,250.0
UC Irvine,33,2004,DEM,2000.0
UC Irvine,33,2004,REP,2830.0
UC Irvine,33,2006,DEM,1525.0
UC Irvine,33,2008,DEM,32950.0
UC Irvine,33,2008,REP,562.0
UC Irvine,33,2010,DEM,8290.0
UC Irvine,33,2012,DEM,9319.44
UC Irvine,33,2014,DEM,6842.0
UC Irvine,33,2014,REP,1300.0
UC Irvine,33,2016,DEM,43375.05
UC Irvine,33,2016,REP,381.0
UC Irvine,33,2018,DEM,9299.51
UC Irvine,33,2018,REP,3705.0
UC Irvine,33,2020,DEM,39174.93
UC Irvine,33,2020,REP,3873.5
UC Irvine,33,2022,DEM,27211.72
UC Irvine,33,2022,REP,1245.0
UC Irvine,33,2024,DEM,112301.58
UC Irvine,33,2024,REP,940.0
UC Irvine,33,2026,DEM,39610.0
UC Irvine,33,2026,REP,460.0
UC Merced,58,2006,DEM,3100.0
UC Merced,58,2010,DEM,250.0
UC Merced,58,2016,DEM,209.0
UC Merced,58,2018,DEM,30.0
UC Merced,58,2020,DEM,3527.35
UC Merced,58,2020,REP,109.95
UC Merced,58,2022,DEM,4069.0
UC Merced,58,2022,REP,280.0
UC Merced,58,2024,DEM,9880.0
UC Merced,58,2026,DEM,225.0
UC Riverside,76,2004,DEM,1050.0
UC Riverside,76,2004,REP,521.0
UC Riverside,76,2006,DEM,570.0
UC Riverside,76,2006,REP,1022.0
UC Riverside,76,2008,DEM,460.0
UC Riverside,76,2010,DEM,3575.0
UC Riverside,76,2012,DEM,12523.0
UC Riverside,76,2014,DEM,10873.0
UC Riverside,76,2016,DEM,16929.0
UC Riverside,76,2018,DEM,16855.5
UC Riverside,76,2020,DEM,33031.41
UC Riverside,76,2022,DEM,14460.8
UC Riverside,76,2022,REP,1358.76
UC Riverside,76,2024,DEM,16514.0
UC Riverside,76,2024,REP,1259.85
UC Riverside,76,2026,DEM,12370.24
UC San Diego,29,2000,DEM,500.0
UC San Diego,29,2004,DEM,6217.5
UC San Diego,29,2006,DEM,2756.0
UC San Diego,29,2008,DEM,4147.0
UC San Diego,29,2010,DEM,8944.0
UC San Diego,29,2012,DEM,13957.27
UC San Diego,29,2012,REP,5425.0
UC San Diego,29,2014,DEM,8293.0
UC San Diego,29,2016,DEM,15254.86
UC San Diego,29,2016,REP,7465.0
UC San Diego,29,2018,DEM,53909.5
UC San Diego,29,2018,REP,300.0
UC San Diego,29,2020,DEM,71453.84
UC San Diego,29,2020,REP,8028.0
UC San Diego,29,2022,DEM,65933.9
UC San Diego,29,2022,REP,1384.0
UC San Diego,29,2024,DEM,78584.49
UC San Diego,29,2024,REP,1000.0
UC San Diego,29,2026,DEM,24753.5
UC San Diego,29,2026,REP,1250.0
UC Santa Barbara,39,2004,DEM,250.0
UC Santa Barbara,39,2006,REP,1921.0
UC Santa Barbara,39,2008,DEM,650.0
UC Santa Barbara,39,2008,REP,2300.0
UC Santa Barbara,39,2010,DEM,1575.0
UC Santa Barbara,39,2012,DEM,2560.0
UC Santa Barbara,39,2014,DEM,910.0
UC Santa Barbara,39,2016,DEM,2531.29
UC Santa Barbara,39,2018,DEM,2922.0
UC Santa Barbara,39,2020,DEM,21842.87
UC Santa Barbara,39,2022,DEM,10501.83
UC Santa Barbara,39,2024,DEM,17615.92
UC Santa Barbara,39,2026,DEM,1495.0
UC Santa Cruz,84,2004,DEM,1275.0
UC Santa Cruz,84,2006,DEM,500.0
UC Santa Cruz,84,2008,DEM,1400.0
UC Santa Cruz,84,2010,DEM,5160.0
UC Santa Cruz,84,2012,DEM,1982.0
UC Santa Cruz,84,2014,DEM,2625.0
UC Santa Cruz,84,2016,DEM,13113.0
UC Santa Cruz,84,2018,DEM,5311.5
UC Santa Cruz,84,2020,DEM,25627.239999999998
UC Santa Cruz,84,2022,DEM,10552.5
UC Santa Cruz,84,2024,DEM,13852.26
UC Santa Cruz,84,2026,DEM,1630.03
UCF,121,2002,DEM,250.0
UCF,121,2002,REP,200.0
UCF,121,2004,DEM,1665.0
UCF,121,2004,REP,15.0
UCF,121,2006,DEM,1450.0
UCF,121,2006,REP,10100.0
UCF,121,2008,DEM,775.0
UCF,121,2008,REP,1260.0
UCF,121,2010,DEM,3120.0
UCF,121,2010,REP,525.45
UCF,121,2012,DEM,8965.52
UCF,121,2012,REP,2375.0
UCF,121,2014,DEM,3102.0
UCF,121,2014,REP,1106.0
UCF,121,2016,DEM,6775.67
UCF,121,2016,REP,1198.0
UCF,121,2018,DEM,3466.0
UCF,121,2020,DEM,24635.53
UCF,121,2020,REP,1055.75
UCF,121,2022,DEM,14058.880000000001
UCF,121,2022,REP,2280.0
UCF,121,2024,DEM,9930.0
UCF,121,2024,REP,900.0
UCF,121,2026,DEM,2034.0
UCF,121,2026,REP,520.51
UCLA,15,2004,DEM,2000.0
UCLA,15,2006,DEM,4000.0
UCLA,15,2008,DEM,2950.0
UCLA,15,2010,DEM,5210.0
UCLA,15,2012,DEM,10245.0
UCLA,15,2014,DEM,26750.0
UCLA,15,2014,REP,250.0
UCLA,15,2016,DEM,26665.61
UCLA,15,2018,DEM,77670.08
UCLA,15,2018,REP,100.0
UCLA,15,2020,DEM,158313.87
UCLA,15,2020,REP,868.34
UCLA,15,2022,DEM,58775.81
UCLA,15,2024,DEM,121220.4
UCLA,15,2026,DEM,36909.06
UCLA,15,2026,REP,4.56
UMass Amherst,58,2004,DEM,1200.1799999999998
UMass Amherst,58,2006,DEM,600.0
UMass Amherst,58,2008,DEM,5560.0
UMass Amherst,58,2010,DEM,1125.0
UMass Amherst,58,2012,DEM,13850.0
UMass Amherst,58,2014,DEM,4586.13
UMass Amherst,58,2016,DEM,10126.96
UMass Amherst,58,2018,DEM,9910.8
UMass Amherst,58,2020,DEM,31346.710000000003
UMass Amherst,58,2022,DEM,14138.0
UMass Amherst,58,2024,DEM,14915.65
UMass Amherst,58,2024,REP,141.78
UMass Amherst,58,2026,DEM,4557.5
USC,27,2000,DEM,3450.0
USC,27,2000,REP,3252.0
USC,27,2002,DEM,2750.0
USC,27,2004,DEM,13965.0
USC,27,2004,REP,3443.0
USC,27,2006,DEM,43772.0
USC,27,2006,REP,1900.0
USC,27,2008,DEM,16169.75
USC,27,2008,REP,5064.0
USC,27,2010,DEM,19744.4
USC,27,2010,REP,3035.0
USC,27,2012,DEM,29535.86
USC,27,2012,REP,2775.0
USC,27,2014,DEM,30968.25
USC,27,2014,REP,1865.0
USC,27,2016,DEM,105314.76
USC,27,2016,REP,275.0
USC,27,2018,DEM,99057.43
USC,27,2018,REP,5056.4
USC,27,2020,DEM,293463.53
USC,27,2020,REP,31446.17
USC,27,2022,DEM,144123.24
USC,27,2022,REP,7480.99
USC,27,2024,DEM,188250.63999999998
USC,27,2024,REP,2584.2
USC,27,2026,DEM,54802.28
USC,27,2026,REP,10565.08
USF,91,2000,REP,1530.0
USF,91,2002,REP,520.0
USF,91,2004,DEM,4138.95
USF,91,2004,REP,1610.0
USF,91,2006,DEM,11599.35
USF,91,2006,REP,1771.0
USF,91,2008,DEM,6566.0
USF,91,2008,REP,4492.0
USF,91,2010,DEM,6630.0
USF,91,2010,REP,3756.0
USF,91,2012,DEM,5620.13
USF,91,2012,REP,1400.0
USF,91,2014,DEM,3950.0
USF,91,2014,REP,1651.0
USF,91,2016,DEM,7982.41
USF,91,2016,REP,1120.0
USF,91,2018,DEM,6088.5
USF,91,2018,REP,10907.380000000001
USF,91,2020,DEM,29380.63
USF,91,2020,REP,5051.12
USF,91,2022,DEM,15529.06
USF,91,2022,REP,3000.0
USF,91,2024,DEM,15578.5
USF,91,2024,REP,3070.1099999999997
USF,91,2026,DEM,10550.5
USF,91,2026,REP,1612.99
UT Austin,30,2000,DEM,750.0
UT Austin,30,2002,DEM,500.0
UT Austin,30,2002,REP,200.0
UT Austin,30,2004,DEM,9440.39
UT Austin,30,2004,REP,1346.0
UT Austin,30,2006,DEM,4630.0
UT Austin,30,2006,REP,325.0
UT Austin,30,2008,DEM,10454.0
UT Austin,30,2008,REP,6380.0
UT Austin,30,2010,DEM,14377.44
UT Austin,30,2010,REP,477.25
UT Austin,30,2012,DEM,24844.37
UT Austin,30,2012,REP,4052.0
UT Austin,30,2014,DEM,12648.75
UT Austin,30,2014,REP,1810.0
UT Austin,30,2016,DEM,35588.130000000005
UT Austin,30,2016,REP,2050.0
UT Austin,30,2018,DEM,52151.94
UT Austin,30,2018,REP,5405.0
UT Austin,30,2020,DEM,134897.57
UT Austin,30,2020,REP,13914.58
UT Austin,30,2022,DEM,71918.5
UT Austin,30,2022,REP,5417.0
UT Austin,30,2024,DEM,118991.98
UT Austin,30,2024,REP,2843.54
UT Austin,30,2026,DEM,36316.85
UT Austin,30,2026,REP,700.0
UT Dallas,109,2004,DEM,250.0
UT Dallas,109,2004,REP,1085.0
UT Dallas,109,2006,DEM,900.0
UT Dallas,109,2006,REP,180.0
UT Dallas,109,2008,DEM,1175.0
UT Dallas,109,2008,REP,345.0
UT Dallas,109,2010,DEM,3030.0
UT Dallas,109,2010,REP,400.0
UT Dallas,109,2012,DEM,7367.95
UT Dallas,109,2012,REP,36850.0
UT Dallas,109,2014,DEM,16280.0
UT Dallas,109,2016,DEM,5535.29
UT Dallas,109,2016,REP,2321.0
UT Dallas,109,2018,DEM,2652.5
UT Dallas,109,2018,REP,2442.76
UT Dallas,109,2020,DEM,5216.06
UT Dallas,109,2020,REP,1192.5
UT Dallas,109,2022,DEM,6374.0
UT Dallas,109,2022,REP,1260.0
UT Dallas,109,2024,DEM,7608.28
UT Dallas,109,2024,REP,500.0
UT Dallas,109,2026,DEM,375.0
UT Dallas,109,2026,REP,760.25
UW Madison,39,2000,DEM,700.0
UW Madison,39,2002,DEM,1850.0
UW Madison,39,2004,DEM,12374.0
UW Madison,39,2006,DEM,5960.0
UW Madison,39,2008,DEM,20897.0
UW Madison,39,2008,REP,620.0
UW Madison,39,2010,DEM,26661.0
UW Madison,39,2012,DEM,53467.229999999996
UW Madison,39,2012,REP,75.0
UW Madison,39,2014,DEM,44553.0
UW Madison,39,2014,REP,1000.0
UW Madison,39,2016,DEM,54909.24
UW Madison,39,2016,REP,1125.0
UW Madison,39,2018,DEM,97160.04000000001
UW Madison,39,2020,DEM,101579.68
UW Madison,39,2020,REP,900.0
UW Madison,39,2022,DEM,68360.91
UW Madison,39,2022,REP,3100.0
UW Madison,39,2024,DEM,173481.0
UW Madison,39,2024,REP,1400.0
UW Madison,39,2026,DEM,36043.5
Univ at Albany,121,2004,DEM,2600.0
Univ at Albany,121,2004,REP,150.0
Univ at Albany,121,2006,DEM,1065.0
Univ at Albany,121,2008,DEM,1725.0
Univ at Albany,121,2008,REP,100.0
Univ at Albany,121,2010,DEM,7185.0
Univ at Albany,121,2010,REP,175.0
Univ at Albany,121,2012,DEM,3850.0
Univ at Albany,121,2014,DEM,1005.0
Univ at Albany,121,2016,DEM,5605.54
Univ at Albany,121,2018,DEM,8129.17
Univ at Albany,121,2018,REP,101.0
Univ at Albany,121,2020,DEM,20303.55
Univ at Albany,121,2020,REP,1230.5
Univ at Albany,121,2022,DEM,11617.57
Univ at Albany,121,2022,REP,6267.9
Univ at Albany,121,2024,DEM,4947.24
Univ at Albany,121,2026,DEM,3495.0
Univ at Buffalo,76,2004,DEM,1860.08
Univ at Buffalo,76,2004,REP,150.0
Univ at Buffalo,76,2006,DEM,905.34
Univ at Buffalo,76,2008,DEM,1525.1
Univ at Buffalo,76,2008,REP,750.0
Univ at Buffalo,76,2010,DEM,2540.0
Univ at Buffalo,76,2012,DEM,2942.0
Univ at Buffalo,76,2014,DEM,4412.0
Univ at Buffalo,76,2016,DEM,21673.61
Univ at Buffalo,76,2018,DEM,18741.25
Univ at Buffalo,76,2020,DEM,46668.08
Univ at Buffalo,76,2020,REP,365.0
Univ at Buffalo,76,2022,DEM,7092.5
Univ at Buffalo,76,2024,DEM,14509.5
Univ at Buffalo,76,2024,REP,384.0
Univ at Buffalo,76,2026,DEM,9877.25
Utah,136,2000,DEM,11697.0
Utah,136,2002,DEM,10700.0
Utah,136,2002,REP,1150.0
Utah,136,2004,DEM,20353.0
Utah,136,2004,REP,2752.0
Utah,136,2006,DEM,16939.0
Utah,136,2006,REP,7775.0
Utah,136,2008,DEM,23992.45
Utah,136,2008,REP,3890.0
Utah,136,2010,DEM,18940.5
Utah,136,2010,REP,4727.0
Utah,136,2012,DEM,74169.7
Utah,136,2012,REP,1760.0
Utah,136,2014,DEM,23618.64
Utah,136,2014,REP,2851.0
Utah,136,2016,DEM,81529.78
Utah,136,2016,REP,3402.67
Utah,136,2018,DEM,95598.44
Utah,136,2018,REP,3903.0
Utah,136,2020,DEM,260654.88
Utah,136,2020,REP,28310.27
Utah,136,2022,DEM,99855.86
Utah,136,2022,REP,13866.34
Utah,136,2024,DEM,173420.62
Utah,136,2024,REP,61979.07
Utah,136,2026,DEM,58526.2
Utah,136,2026,REP,29534.440000000002
VCU,136,2004,DEM,4113.0
VCU,136,2004,REP,300.0
VCU,136,2006,DEM,800.0
VCU,136,2006,REP,810.0
VCU,136,2008,DEM,13746.0
VCU,136,2008,REP,4810.0
VCU,136,2010,DEM,9685.0
VCU,136,2010,REP,551.0
VCU,136,2012,DEM,49265.0
VCU,136,2012,REP,400.0
VCU,136,2014,DEM,13581.08
VCU,136,2014,REP,720.0
VCU,136,2016,DEM,14647.720000000001
VCU,136,2016,REP,1046.0
VCU,136,2018,DEM,39350.5
VCU,136,2018,REP,1882.83
VCU,136,2020,DEM,70027.31
VCU,136,2020,REP,2081.96
VCU,136,2022,DEM,21664.8
VCU,136,2022,REP,643.75
VCU,136,2024,DEM,27140.0
VCU,136,2024,REP,6600.0
VCU,136,2026,DEM,9863.36
VCU,136,2026,REP,3300.0
Vanderbilt,18,2000,DEM,750.0
Vanderbilt,18,2002,DEM,3850.0
Vanderbilt,18,2002,REP,1150.0
Vanderbilt,18,2004,DEM,23797.0
Vanderbilt,18,2004,REP,3739.0
Vanderbilt,18,2006,DEM,14521.0
Vanderbilt,18,2006,REP,5375.0
Vanderbilt,18,2008,DEM,25822.58
Vanderbilt,18,2008,REP,11900.0
Vanderbilt,18,2010,DEM,28109.0
Vanderbilt,18,2010,REP,11280.0
Vanderbilt,18,2012,DEM,45995.15
Vanderbilt,18,2012,REP,25145.0
Vanderbilt,18,2014,DEM,40238.0
Vanderbilt,18,2014,REP,8866.0
Vanderbilt,18,2016,DEM,100562.21
Vanderbilt,18,2016,REP,28022.0
Vanderbilt,18,2018,DEM,85341.48999999999
Vanderbilt,18,2018,REP,26886.0
Vanderbilt,18,2020,DEM,410142.11
Vanderbilt,18,2020,REP,41701.93
Vanderbilt,18,2022,DEM,116346.07
Vanderbilt,18,2022,REP,20475.5
Vanderbilt,18,2024,DEM,227680.58000000002
Vanderbilt,18,2024,REP,19486.7
Vanderbilt,18,2026,DEM,76231.71
Vanderbilt,18,2026,REP,23537.0
Vermont,121,2000,REP,500.0
Vermont,121,2002,DEM,400.0
Vermont,121,2004,DEM,8477.0
Vermont,121,2006,DEM,3945.0
Vermont,121,2008,DEM,-1630.0
Vermont,121,2010,DEM,4810.0
Vermont,121,2012,DEM,4404.95
Vermont,121,2012,REP,1000.0
Vermont,121,2014,DEM,5659.400000000001
Vermont,121,2014,REP,100.0
Vermont,121,2016,DEM,42823.45
Vermont,121,2016,REP,10800.0
Vermont,121,2018,DEM,11671.5
Vermont,121,2018,REP,129.46
Vermont,121,2020,DEM,55858.79
Vermont,121,2020,REP,75.0
Vermont,121,2022,DEM,19156.11
Vermont,121,2024,DEM,18208.5
Vermont,121,2024,REP,300.0
Vermont,121,2026,DEM,11294.25
Vermont,121,2026,REP,31.0
Villanova,58,2000,DEM,650.0
Villanova,58,2002,DEM,7500.0
Villanova,58,2004,DEM,2040.0
Villanova,58,2004,REP,50.0
