institution,rank_2025,cycle,party,total
Villanova,58,2006,DEM,1345.0
Villanova,58,2006,REP,50.0
Villanova,58,2008,DEM,1275.0
Villanova,58,2008,REP,650.0
Villanova,58,2010,DEM,3575.0
Villanova,58,2010,REP,510.1
Villanova,58,2012,DEM,3925.0
Villanova,58,2012,REP,4100.0
Villanova,58,2014,DEM,6136.14
Villanova,58,2014,REP,250.0
Villanova,58,2016,DEM,16782.23
Villanova,58,2016,REP,2495.0
Villanova,58,2018,DEM,27766.67
Villanova,58,2018,REP,405.0
Villanova,58,2020,DEM,27177.03
Villanova,58,2020,REP,2200.0
Villanova,58,2022,DEM,16952.66
Villanova,58,2022,REP,950.0
Villanova,58,2024,DEM,49542.19
Villanova,58,2024,REP,1662.3400000000001
Villanova,58,2026,DEM,9965.0
Virginia,24,2000,DEM,750.0
Virginia,24,2000,REP,3525.0
Virginia,24,2002,DEM,1500.0
Virginia,24,2002,REP,4250.0
Virginia,24,2004,DEM,22338.0
Virginia,24,2004,REP,10053.0
Virginia,24,2006,DEM,28691.0
Virginia,24,2006,REP,5450.0
Virginia,24,2008,DEM,64991.0
Virginia,24,2008,REP,6635.0
Virginia,24,2010,DEM,46787.8
Virginia,24,2010,REP,6265.0
Virginia,24,2012,DEM,166559.03
Virginia,24,2012,REP,9972.75
Virginia,24,2014,DEM,76516.13
Virginia,24,2014,REP,8120.0
Virginia,24,2016,DEM,78258.45
Virginia,24,2016,REP,4974.75
Virginia,24,2018,DEM,110447.14
Virginia,24,2018,REP,10255.0
Virginia,24,2020,DEM,383272.11
Virginia,24,2020,REP,5947.360000000001
Virginia,24,2022,DEM,222498.96
Virginia,24,2022,REP,7775.75
Virginia,24,2024,DEM,215916.19
Virginia,24,2024,REP,8508.02
Virginia,24,2026,DEM,126704.7
Virginia,24,2026,REP,1930.1299999999999
Virginia Tech,51,2000,DEM,500.0
Virginia Tech,51,2000,REP,200.0
Virginia Tech,51,2004,DEM,7108.0
Virginia Tech,51,2004,REP,4314.0
Virginia Tech,51,2006,DEM,2794.0
Virginia Tech,51,2006,REP,2485.0
Virginia Tech,51,2008,DEM,4669.0
Virginia Tech,51,2008,REP,5504.0
Virginia Tech,51,2010,DEM,5435.0
Virginia Tech,51,2010,REP,8153.0
Virginia Tech,51,2012,DEM,24695.0
Virginia Tech,51,2012,REP,45456.0
Virginia Tech,51,2014,DEM,10946.560000000001
Virginia Tech,51,2014,REP,44155.0
Virginia Tech,51,2016,DEM,27671.36
Virginia Tech,51,2016,REP,14425.0
Virginia Tech,51,2018,DEM,20647.34
Virginia Tech,51,2018,REP,18408.23
Virginia Tech,51,2020,DEM,65783.31
Virginia Tech,51,2020,REP,14176.0
Virginia Tech,51,2022,DEM,37625.54
Virginia Tech,51,2022,REP,3882.2
Virginia Tech,51,2024,DEM,39511.63
Virginia Tech,51,2024,REP,23793.57
Virginia Tech,51,2026,DEM,19495.5
Virginia Tech,51,2026,REP,2967.74
WPI,86,2004,DEM,250.0
WPI,86,2008,DEM,496.0
WPI,86,2010,DEM,1650.0
WPI,86,2012,DEM,3600.0
WPI,86,2014,DEM,1325.0
WPI,86,2016,DEM,2255.94
WPI,86,2018,DEM,2586.0
WPI,86,2020,DEM,10279.93
WPI,86,2020,REP,396.85
WPI,86,2022,DEM,2775.0
WPI,86,2022,REP,28.0
WPI,86,2024,DEM,3449.76
WPI,86,2026,DEM,905.0
Wake Forest,46,2000,DEM,1000.0
Wake Forest,46,2000,REP,540.0
Wake Forest,46,2002,DEM,459.0
Wake Forest,46,2004,DEM,3985.0
Wake Forest,46,2004,REP,15675.0
Wake Forest,46,2006,DEM,38416.08
Wake Forest,46,2006,REP,30900.0
Wake Forest,46,2008,DEM,58186.0
Wake Forest,46,2008,REP,21741.0
Wake Forest,46,2010,DEM,4111.0
Wake Forest,46,2010,REP,12870.0
Wake Forest,46,2012,DEM,7872.0
Wake Forest,46,2012,REP,53825.59
Wake Forest,46,2014,DEM,4417.5
Wake Forest,46,2014,REP,14849.0
Wake Forest,46,2016,DEM,7352.33
Wake Forest,46,2016,REP,6577.12
Wake Forest,46,2018,DEM,19125.0
Wake Forest,46,2018,REP,10805.5
Wake Forest,46,2020,DEM,47604.09
Wake Forest,46,2020,REP,43352.04
Wake Forest,46,2022,DEM,64453.08
Wake Forest,46,2022,REP,22550.0
Wake Forest,46,2024,DEM,53235.56
Wake Forest,46,2024,REP,2022.46
Wake Forest,46,2026,DEM,21812.5
Wake Forest,46,2026,REP,500.0
Washington,46,2000,DEM,17385.0
Washington,46,2000,REP,500.0
Washington,46,2002,DEM,27790.0
Washington,46,2002,REP,1500.0
Washington,46,2004,DEM,121597.24
Washington,46,2004,REP,3970.0
Washington,46,2006,DEM,103256.24
Washington,46,2006,REP,2280.0
Washington,46,2008,DEM,71821.32
Washington,46,2008,REP,9252.0
Washington,46,2010,DEM,215243.69
Washington,46,2010,REP,1443.0
Washington,46,2012,DEM,276646.37
Washington,46,2012,REP,3385.0
Washington,46,2014,DEM,148963.66
Washington,46,2014,REP,150.0
Washington,46,2016,DEM,310174.92
Washington,46,2016,REP,6183.16
Washington,46,2018,DEM,395480.62
Washington,46,2018,REP,3807.5
Washington,46,2020,DEM,878981.01
Washington,46,2020,REP,24792.2
Washington,46,2022,DEM,612279.78
Washington,46,2022,REP,12867.51
Washington,46,2024,DEM,679764.77
Washington,46,2024,REP,11092.67
Washington,46,2026,DEM,200737.5
Washington,46,2026,REP,14005.0
Washington Univ,21,2004,DEM,5815.0
Washington Univ,21,2006,DEM,1055.0
Washington Univ,21,2008,DEM,1217.0
Washington Univ,21,2008,REP,101.0
Washington Univ,21,2010,DEM,3095.0
Washington Univ,21,2012,DEM,3005.12
Washington Univ,21,2014,DEM,3468.0
Washington Univ,21,2016,DEM,8854.34
Washington Univ,21,2018,DEM,12790.36
Washington Univ,21,2018,REP,400.0
Washington Univ,21,2020,DEM,55319.799999999996
Washington Univ,21,2020,REP,2409.1800000000003
Washington Univ,21,2022,DEM,24250.5
Washington Univ,21,2022,REP,14161.25
Washington Univ,21,2024,DEM,38514.07
Washington Univ,21,2024,REP,9122.75
Washington Univ,21,2026,DEM,12376.0
Washington Univ,21,2026,REP,4259.5
William & Mary,54,2000,DEM,12500.0
William & Mary,54,2002,DEM,15500.0
William & Mary,54,2004,DEM,27187.01
William & Mary,54,2004,REP,500.0
William & Mary,54,2006,DEM,2650.0
William & Mary,54,2008,DEM,33070.0
William & Mary,54,2008,REP,250.0
William & Mary,54,2010,DEM,6326.0
William & Mary,54,2012,DEM,8024.65
William & Mary,54,2014,DEM,1600.0
William & Mary,54,2016,DEM,2911.75
William & Mary,54,2018,DEM,20337.5
William & Mary,54,2018,REP,2950.0
William & Mary,54,2020,DEM,14285.0
William & Mary,54,2020,REP,1031.15
William & Mary,54,2022,DEM,45264.75
William & Mary,54,2022,REP,500.0
William & Mary,54,2024,DEM,46380.5
William & Mary,54,2026,DEM,4725.0
Yale,5,2000,DEM,38895.0
Yale,5,2000,REP,1000.0
Yale,5,2002,DEM,11724.0
Yale,5,2002,REP,3250.0
Yale,5,2004,DEM,69919.0
Yale,5,2004,REP,4250.0
Yale,5,2006,DEM,100955.0
Yale,5,2006,REP,1735.0
Yale,5,2008,DEM,136755.22999999998
Yale,5,2008,REP,28875.0
Yale,5,2010,DEM,101713.0
Yale,5,2010,REP,4586.0
Yale,5,2012,DEM,223680.88
Yale,5,2012,REP,1430.0
Yale,5,2014,DEM,166877.32
Yale,5,2014,REP,1250.0
Yale,5,2016,DEM,227436.38
Yale,5,2016,REP,8489.0
Yale,5,2018,DEM,273270.46
Yale,5,2018,REP,8298.75
Yale,5,2020,DEM,717721.0
Yale,5,2020,REP,12117.28
Yale,5,2022,DEM,463034.25
Yale,5,2022,REP,16306.36
Yale,5,2024,DEM,579611.7
Yale,5,2024,REP,20885.07
Yale,5,2026,DEM,168027.71
Yale,5,2026,REP,2641.18
Yeshiva,98,2004,DEM,1900.0
Yeshiva,98,2006,DEM,3085.0
Yeshiva,98,2008,DEM,5911.0
Yeshiva,98,2008,REP,28600.0
Yeshiva,98,2010,DEM,6185.0
Yeshiva,98,2012,DEM,2814.4
Yeshiva,98,2014,DEM,6950.0
Yeshiva,98,2016,DEM,11191.0
Yeshiva,98,2016,REP,3510.6
Yeshiva,98,2018,DEM,6762.0
Yeshiva,98,2020,DEM,33554.75
Yeshiva,98,2020,REP,325.0
Yeshiva,98,2022,DEM,14076.07
Yeshiva,98,2022,REP,250.0
Yeshiva,98,2024,DEM,37245.0
Yeshiva,98,2024,REP,5230.0
Yeshiva,98,2026,DEM,1580.0
Yeshiva,98,2026,REP,1050.0
